0,1,2,3,4,5,6,7,8,9,10
soda,beef,other vegetables,semi-finished bread,shopping bags,white wine,,,,,
tropical fruit,brown bread,,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
beef,herbs,oil,,,,,,,,
sausage,other vegetables,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,herbs,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
canned beer,chocolate,,,,,,,,,
house keeping products,butter milk,,,,,,,,,
beef,root vegetables,,,,,,,,,
ham,canned beer,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
other vegetables,curd,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
meat,rolls/buns,,,,,,,,,
beef,white wine,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
sausage,white wine,hygiene articles,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
hard cheese,cream cheese ,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
roll products ,waffles,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
citrus fruit,pork,,,,,,,,,
domestic eggs,berries,,,,,,,,,
frozen meals,beef,,,,,,,,,
butter,whole milk,,,,,,,,,
soda,sausage,butter milk,vinegar,,,,,,,
whipped/sour cream,whipped/sour cream,,,,,,,,,
rolls/buns,male cosmetics,liquor (appetizer),,,,,,,,
bottled beer,pastry,,,,,,,,,
semi-finished bread,brown bread,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
hamburger meat,yogurt,bottled water,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
berries,bottled water,napkins,,,,,,,,
other vegetables,margarine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
root vegetables,butter milk,,,,,,,,,
soda,shopping bags,canned beer,,,,,,,,
pork,other vegetables,,,,,,,,,
whole milk,soda,,,,,,,,,
bottled water,whole milk,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
chicken,soda,shopping bags,,,,,,,,
pastry,whole milk,soda,Instant food products,,,,,,,
whole milk,pastry,,,,,,,,,
sausage,whole milk,,,,,,,,,
chicken,curd,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
frankfurter,rolls/buns,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
shopping bags,yogurt,,,,,,,,,
sausage,bottled beer,,,,,,,,,
pork,pip fruit,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
sausage,ketchup,,,,,,,,,
cooking chocolate,oil,,,,,,,,,
pastry,brown bread,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
berries,pip fruit,pastry,,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
root vegetables,skin care,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
chocolate,yogurt,,,,,,,,,
tropical fruit,soda,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
curd,coffee,baking powder,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
citrus fruit,fruit/vegetable juice,pickled vegetables,,,,,,,,
rolls/buns,specialty chocolate,napkins,onions,rice,rolls/buns,butter milk,dental care,,,
other vegetables,whipped/sour cream,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
canned beer,dessert,,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
citrus fruit,butter,,,,,,,,,
bottled water,sausage,whole milk,margarine,,,,,,,
sausage,salty snack,brown bread,white bread,candles,,,,,,
frankfurter,pip fruit,,,,,,,,,
herbs,dessert,yogurt,,,,,,,,
beverages,yogurt,,,,,,,,,
chocolate,frozen fish,,,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
UHT-milk,sweet spreads,,,,,,,,,
sausage,bottled water,,,,,,,,,
root vegetables,dishes,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,rolls/buns,dish cleaner,,,,,,,,
whole milk,bottled water,,,,,,,,,
sauces,tropical fruit,,,,,,,,,
fruit/vegetable juice,frozen vegetables,chocolate,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
sausage,frozen dessert,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
whipped/sour cream,root vegetables,rolls/buns,packaged fruit/vegetables,,,,,,,
pork,processed cheese,,,,,,,,,
meat,beverages,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
pork,frozen meals,,,,,,,,,
root vegetables,pastry,,,,,,,,,
whole milk,whole milk,,,,,,,,,
ice cream,yogurt,,,,,,,,,
soda,yogurt,,,,,,,,,
white bread,chocolate marshmallow,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
soda,whisky,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
sausage,pastry,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
turkey,yogurt,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pasta,tropical fruit,,,,,,,,,
berries,white bread,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
butter milk,zwieback,domestic eggs,,,,,,,,
finished products,whole milk,,,,,,,,,
berries,tropical fruit,rolls/buns,pastry,rolls/buns,whole milk,frozen vegetables,,,,
frankfurter,long life bakery product,,,,,,,,,
beef,grapes,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,dessert,,,,,,,,,
dessert,margarine,,,,,,,,,
whole milk,whole milk,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
berries,bottled water,curd,shopping bags,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
salt,brown bread,,,,,,,,,
other vegetables,ready soups,baking powder,,,,,,,,
whole milk,sauces,hard cheese,,,,,,,,
bottled water,herbs,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
coffee,specialty fat,,,,,,,,,
whole milk,beef,tropical fruit,tropical fruit,whole milk,domestic eggs,coffee,other vegetables,,,
tropical fruit,waffles,,,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
liquor,long life bakery product,,,,,,,,,
pip fruit,flour,other vegetables,,,,,,,,
beef,candy,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
whole milk,chocolate,,,,,,,,,
pork,fruit/vegetable juice,,,,,,,,,
butter,bottled beer,canned beer,chewing gum,fruit/vegetable juice,,,,,,
root vegetables,butter,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
root vegetables,cream,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
coffee,hygiene articles,yogurt,,,,,,,,
coffee,kitchen towels,,,,,,,,,
margarine,margarine,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
frankfurter,seasonal products,,,,,,,,,
dessert,butter,,,,,,,,,
herbs,tropical fruit,whole milk,,,,,,,,
whole milk,bottled beer,,,,,,,,,
sausage,bottled beer,sliced cheese,,,,,,,,
pork,cereals,,,,,,,,,
other vegetables,soda,,,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
soda,whipped/sour cream,,,,,,,,,
turkey,canned beer,abrasive cleaner,,,,,,,,
canned beer,flour,newspapers,,,,,,,,
frankfurter,pastry,,,,,,,,,
citrus fruit,soap,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
brown bread,tropical fruit,,,,,,,,,
other vegetables,mayonnaise,fruit/vegetable juice,,,,,,,,
dessert,coffee,,,,,,,,,
bottled beer,sausage,cream cheese ,frozen vegetables,,,,,,,
meat,photo/film,,,,,,,,,
soda,other vegetables,,,,,,,,,
chocolate,liquor,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
grapes,processed cheese,,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
house keeping products,frozen vegetables,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
bottled water,yogurt,rolls/buns,newspapers,frozen dessert,rolls/buns,,,,,
tropical fruit,other vegetables,,,,,,,,,
beef,curd cheese,,,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
shopping bags,soda,,,,,,,,,
pastry,curd,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
soft cheese,berries,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
sausage,semi-finished bread,coffee,,,,,,,,
beef,curd,,,,,,,,,
other vegetables,sugar,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
hard cheese,bottled water,root vegetables,brown bread,,,,,,,
pork,red/blush wine,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
pork,curd,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
root vegetables,pip fruit,coffee,,,,,,,,
soda,candy,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
butter,sliced cheese,,,,,,,,,
whole milk,cat food,,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
finished products,dessert,,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
other vegetables,Instant food products,sugar,,,,,,,,
whole milk,other vegetables,red/blush wine,coffee,other vegetables,bottled water,bottled water,sugar,,,
tropical fruit,other vegetables,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
UHT-milk,curd,flower (seeds),,,,,,,,
cream,shopping bags,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
female sanitary products,soda,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
pork,pork,whole milk,pasta,,,,,,,
whole milk,rice,,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
curd cheese,pastry,,,,,,,,,
cereals,newspapers,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
sausage,curd cheese,,,,,,,,,
sausage,beef,salty snack,,,,,,,,
dessert,brown bread,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
hard cheese,yogurt,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
whole milk,skin care,,,,,,,,,
whipped/sour cream,seasonal products,,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
root vegetables,coffee,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
liquor (appetizer),rolls/buns,yogurt,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
butter,roll products ,,,,,,,,,
grapes,bottled water,napkins,,,,,,,,
newspapers,pastry,,,,,,,,,
tropical fruit,grapes,whole milk,pastry,white bread,,,,,,
bottled water,soda,,,,,,,,,
soda,onions,pastry,,,,,,,,
sausage,sugar,,,,,,,,,
curd,whole milk,,,,,,,,,
root vegetables,yogurt,whole milk,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
pastry,frozen dessert,,,,,,,,,
onions,berries,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
grapes,other vegetables,,,,,,,,,
pork,root vegetables,,,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
soda,yogurt,white bread,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
pork,bottled water,,,,,,,,,
mustard,fruit/vegetable juice,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
beef,tropical fruit,root vegetables,whole milk,cream cheese ,newspapers,,,,,
ham,brown bread,,,,,,,,,
pork,dessert,,,,,,,,,
sausage,other vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frankfurter,grapes,,,,,,,,,
semi-finished bread,other vegetables,soda,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
butter,domestic eggs,,,,,,,,,
frozen meals,soups,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
whole milk,sausage,,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
pastry,shopping bags,,,,,,,,,
berries,beverages,pastry,napkins,,,,,,,
grapes,whole milk,,,,,,,,,
canned beer,sausage,onions,canned beer,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
bottled water,whole milk,domestic eggs,domestic eggs,,,,,,,
chocolate,beverages,,,,,,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
rolls/buns,waffles,,,,,,,,,
whole milk,cleaner,,,,,,,,,
meat,house keeping products,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
pip fruit,frozen meals,,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
soda,berries,,,,,,,,,
sausage,whole milk,,,,,,,,,
pip fruit,margarine,,,,,,,,,
beef,other vegetables,,,,,,,,,
sausage,sausage,dog food,yogurt,hygiene articles,chocolate,,,,,
tropical fruit,butter milk,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,rolls/buns,beverages,,,,,,,,
shopping bags,whole milk,,,,,,,,,
citrus fruit,beef,,,,,,,,,
root vegetables,butter,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
rolls/buns,domestic eggs,coffee,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
bottled water,butter,,,,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,soda,other vegetables,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
hamburger meat,coffee,,,,,,,,,
beverages,newspapers,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
whole milk,cling film/bags,,,,,,,,,
fruit/vegetable juice,brown bread,,,,,,,,,
herbs,seasonal products,pastry,yogurt,,,,,,,
pip fruit,shopping bags,,,,,,,,,
dessert,dog food,newspapers,,,,,,,,
whole milk,oil,,,,,,,,,
beef,tropical fruit,,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
meat,whole milk,,,,,,,,,
canned beer,bottled water,,,,,,,,,
root vegetables,rolls/buns,whole milk,frozen vegetables,whole milk,specialty chocolate,seasonal products,,,,
curd cheese,whole milk,long life bakery product,hard cheese,,,,,,,
waffles,instant coffee,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
sausage,pasta,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
meat,meat,whole milk,cling film/bags,,,,,,,
sausage,curd,brown bread,,,,,,,,
coffee,shopping bags,,,,,,,,,
meat,pip fruit,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
other vegetables,grapes,,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
beef,domestic eggs,,,,,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
beef,pastry,,,,,,,,,
dessert,butter,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
sausage,canned vegetables,margarine,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
yogurt,potato products,,,,,,,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
specialty chocolate,soda,chocolate,,,,,,,,
soda,chocolate,,,,,,,,,
dessert,sliced cheese,bottled beer,other vegetables,,,,,,,
root vegetables,other vegetables,whole milk,frozen meals,,,,,,,
UHT-milk,newspapers,bottled water,,,,,,,,
bottled beer,herbs,curd,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
whole milk,specialty cheese,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
newspapers,waffles,salty snack,,,,,,,,
coffee,shopping bags,shopping bags,,,,,,,,
nut snack,bottled beer,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
ham,female sanitary products,,,,,,,,,
beef,chewing gum,,,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
bottled beer,tropical fruit,yogurt,berries,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
soda,salty snack,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
butter,butter milk,canned beer,UHT-milk,brown bread,baking powder,long life bakery product,,,,
berries,pet care,,,,,,,,,
pip fruit,soda,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
tropical fruit,meat,pip fruit,salt,pot plants,,,,,,
butter milk,fruit/vegetable juice,pastry,margarine,,,,,,,
bottled water,soda,,,,,,,,,
rolls/buns,whole milk,frozen vegetables,newspapers,,,,,,,
pip fruit,chocolate,,,,,,,,,
onions,vinegar,,,,,,,,,
other vegetables,salt,,,,,,,,,
soda,chocolate,,,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
bottled water,newspapers,,,,,,,,,
newspapers,bottled beer,,,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
oil,yogurt,,,,,,,,,
white bread,fruit/vegetable juice,,,,,,,,,
bottled beer,oil,,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
soda,beverages,fruit/vegetable juice,,,,,,,,
brown bread,yogurt,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
sausage,shopping bags,,,,,,,,,
specialty cheese,beverages,,,,,,,,,
ham,cake bar,whole milk,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
coffee,butter,,,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
rolls/buns,specialty bar,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
citrus fruit,chocolate,,,,,,,,,
cream cheese ,dessert,,,,,,,,,
pork,bottled water,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
root vegetables,curd,,,,,,,,,
yogurt,berries,onions,pip fruit,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
chicken,root vegetables,,,,,,,,,
chicken,waffles,pip fruit,tropical fruit,pastry,bottled water,shopping bags,bottled water,,,
rolls/buns,long life bakery product,,,,,,,,,
frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine,,
liquor,hygiene articles,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
yogurt,detergent,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
root vegetables,liquor,,,,,,,,,
sausage,soda,,,,,,,,,
red/blush wine,other vegetables,,,,,,,,,
curd cheese,newspapers,UHT-milk,,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
curd,domestic eggs,,,,,,,,,
pet care,other vegetables,,,,,,,,,
beef,canned beer,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
bottled water,onions,,,,,,,,,
sausage,root vegetables,bottled beer,butter,whole milk,newspapers,yogurt,,,,
soda,other vegetables,,,,,,,,,
dog food,processed cheese,,,,,,,,,
meat,bottled water,soda,,,,,,,,
pip fruit,newspapers,,,,,,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
tropical fruit,spices,,,,,,,,,
canned beer,seasonal products,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
other vegetables,cat food,bottled water,,,,,,,,
tropical fruit,flour,,,,,,,,,
popcorn,butter,,,,,,,,,
root vegetables,white bread,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
cake bar,whipped/sour cream,,,,,,,,,
chicken,other vegetables,,,,,,,,,
whole milk,rolls/buns,waffles,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
frozen dessert,specialty chocolate,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
curd,butter milk,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
soda,whole milk,frozen fish,canned beer,ready soups,chocolate,,,,,
meat,waffles,,,,,,,,,
brown bread,pasta,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
meat,pip fruit,yogurt,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
domestic eggs,ham,,,,,,,,,
bottled water,grapes,,,,,,,,,
pork,yogurt,,,,,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
organic sausage,whipped/sour cream,,,,,,,,,
yogurt,cream cheese ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
frankfurter,citrus fruit,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
chocolate,tea,,,,,,,,,
sausage,citrus fruit,red/blush wine,frozen vegetables,cream,,,,,,
whole milk,chocolate,,,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
sausage,berries,,,,,,,,,
pork,bottled beer,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
curd,tropical fruit,,,,,,,,,
ham,yogurt,,,,,,,,,
ham,cream cheese ,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
beef,beef,,,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
rolls/buns,whole milk,semi-finished bread,processed cheese,,,,,,,
whole milk,pork,whole milk,whole milk,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
sausage,snack products,rolls/buns,,,,,,,,
other vegetables,butter,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
butter milk,white wine,,,,,,,,,
other vegetables,soda,,,,,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
whole milk,candy,,,,,,,,,
root vegetables,UHT-milk,nuts/prunes,frankfurter,misc. beverages,whole milk,cream cheese ,canned fish,,,
